"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"VPS29",3.49316701018456e-198,0.349579984277593,0.748,0.328,7.25810241376148e-194,"5","VPS29"
"ZNF706",5.91100151476094e-198,0.421225271720963,0.871,0.469,1.22818789473703e-193,"5","ZNF706"
"CSTB.3",3.60537149468448e-197,0.418253375532994,0.92,0.598,7.49124089165541e-193,"5","CSTB"
"TALDO1",1.03328178880853e-196,0.371738110419616,0.747,0.336,2.14695290078637e-192,"5","TALDO1"
"FBXW5",6.77941228690244e-196,0.282536330764938,0.609,0.245,1.40862628497259e-191,"5","FBXW5"
"MGST1",1.84519125057254e-195,0.363732903848919,0.686,0.293,3.83393838043963e-191,"5","MGST1"
"PSMD8",1.8528401882614e-195,0.351628743635723,0.728,0.325,3.84983134316954e-191,"5","PSMD8"
"C8orf4",2.11290927725836e-195,0.301652116503629,0.534,0.205,4.39020289628742e-191,"5","C8orf4"
"CISD3",2.32922824511764e-195,0.367600582015895,0.765,0.345,4.83967044770542e-191,"5","CISD3"
"PSMA4",4.09045623838792e-195,0.372874583171858,0.756,0.344,8.49914997212242e-191,"5","PSMA4"
"PRELID1",4.44037001290858e-195,0.414174824432266,0.777,0.391,9.22620081282145e-191,"5","PRELID1"
"FAM195A",2.00895087816742e-194,0.277735773034912,0.514,0.196,4.17419813465626e-190,"5","FAM195A"
"CSNK2B",3.79767473869906e-194,0.320650067802172,0.666,0.284,7.89080857206891e-190,"5","CSNK2B"
"ATP8B1",6.73929230324931e-193,0.270084445996535,0.61,0.241,1.40029015476914e-188,"5","ATP8B1"
"SF3B14",1.11928698036587e-191,0.382202368791537,0.794,0.383,2.32565448780421e-187,"5","SF3B14"
"SEPHS2",4.59043438027412e-191,0.291541947820579,0.588,0.237,9.53800455533357e-187,"5","SEPHS2"
"TMEM98.1",5.99310192752094e-191,0.276364296912773,0.589,0.234,1.2452467185003e-186,"5","TMEM98"
"HSD17B10",6.10421867345008e-191,0.281875792134562,0.564,0.223,1.26833455596946e-186,"5","HSD17B10"
"TRIB1",2.72506475470785e-190,0.341485472956861,0.705,0.312,5.66213954733196e-186,"5","TRIB1"
"PSMB8",8.98948848416478e-190,0.356595598891974,0.658,0.293,1.86783591723976e-185,"5","PSMB8"
"RBM47.1",2.19965257583219e-189,0.386194763478297,0.837,0.404,4.57043812206412e-185,"5","RBM47"
"MDK",7.5438315911514e-189,0.398034384962132,0.804,0.391,1.56745732800944e-184,"5","MDK"
"PSMA1",5.30944999752912e-188,0.325973824277558,0.704,0.307,1.1031975204866e-183,"5","PSMA1"
"PPAP2C",1.24805066936568e-187,0.276987287462456,0.563,0.219,2.59319968080801e-183,"5","PPAP2C"
"AP2M1",2.30760133367421e-187,0.332846548629006,0.726,0.322,4.79473405110828e-183,"5","AP2M1"
"JUNB.4",4.38199236155275e-186,-0.695338722008662,0.517,0.644,9.1049037288343e-182,"5","JUNB"
"MSMB.5",3.44861336028413e-185,-0.85159493118772,0.242,0.503,7.16552883999836e-181,"5","MSMB"
"OCIAD1",3.46435188064984e-183,0.292150959877342,0.63,0.266,7.19823033761424e-179,"5","OCIAD1"
"RAB11A",1.35923725209721e-182,0.391312932588918,0.838,0.428,2.82422316240759e-178,"5","RAB11A"
"NDUFB4.1",2.87963158185888e-182,0.395209560126345,0.847,0.441,5.98329850078639e-178,"5","NDUFB4"
"PSMA3",1.7532188603779e-181,0.29511217083194,0.619,0.259,3.6428381480932e-177,"5","PSMA3"
"EDF1",2.08789697991084e-181,0.354672181481932,0.947,0.696,4.33823234485874e-177,"5","EDF1"
"SYAP1",1.06665923623363e-180,0.264924838627472,0.581,0.237,2.21630456104623e-176,"5","SYAP1"
"CHMP3",1.17405594120716e-180,0.304892233761434,0.683,0.299,2.43945343464025e-176,"5","CHMP3"
"PPP1CA",1.28339946220948e-180,0.388723537997631,0.836,0.429,2.66664740257885e-176,"5","PPP1CA"
"PSMB2",2.02049600061569e-179,0.28723042053036,0.609,0.254,4.19818659007929e-175,"5","PSMB2"
"NARS",2.20274196887475e-179,0.263723078151361,0.552,0.221,4.57685726292795e-175,"5","NARS"
"CAPNS1",9.40621469303697e-179,0.273625681901661,0.614,0.255,1.95442328891922e-174,"5","CAPNS1"
"ADRM1",8.00742333069964e-178,0.299026754529053,0.629,0.269,1.66378241965277e-173,"5","ADRM1"
"AP2S1",5.86167184565835e-176,0.365125071306609,0.778,0.373,1.21793817609089e-171,"5","AP2S1"
"POLR2E",2.63694388587052e-175,0.282886945412055,0.613,0.258,5.47904200606177e-171,"5","POLR2E"
"BZW1",1.06757529208244e-174,0.288737119570701,0.673,0.291,2.21820794188889e-170,"5","BZW1"
"RPN2",1.5093581534825e-174,0.317554218408692,0.688,0.309,3.13614437130594e-170,"5","RPN2"
"ARHGDIA",1.76291662511554e-174,0.352423660820001,0.759,0.365,3.66298816366508e-170,"5","ARHGDIA"
"RAB25",1.82605540842721e-174,0.263453595549805,0.565,0.226,3.79417792763006e-170,"5","RAB25"
"NDUFS6",7.38070341962205e-174,0.399144547934386,0.85,0.466,1.53356255652907e-169,"5","NDUFS6"
"FOSB.1",1.57595784806728e-173,-0.645377340799088,0.521,0.634,3.2745252167142e-169,"5","FOSB"
"SLC44A4",2.850405449084e-171,0.311247946527969,0.737,0.333,5.92257244210675e-167,"5","SLC44A4"
"IER3.5",1.62091674819969e-170,-0.596504697687687,0.546,0.642,3.36794081940932e-166,"5","IER3"
"TUBB2A",8.08103933014634e-166,0.346295685518889,0.736,0.348,1.67907835201781e-161,"5","TUBB2A"
"PDLIM1",4.83720630653295e-165,0.339971201522144,0.766,0.358,1.00507472637142e-160,"5","PDLIM1"
"SPATS2L",1.63176008096198e-164,0.276750592249299,0.641,0.278,3.3904710962228e-160,"5","SPATS2L"
"RPL36A.3",4.00972517793459e-164,-0.340570863978352,0.751,0.739,8.33140697471249e-160,"5","RPL36A"
"RTN4",5.70009935808691e-164,0.346678542813437,0.801,0.393,1.1843666446233e-159,"5","RTN4"
"H2AFJ",1.60166258710473e-163,0.357226555085319,0.779,0.385,3.3279345234862e-159,"5","H2AFJ"
"CTNND1",5.11894847891185e-163,0.277016063827919,0.675,0.299,1.0636151149483e-158,"5","CTNND1"
"MRPL12",5.41656823956214e-163,0.27873105097513,0.565,0.237,1.12545454881622e-158,"5","MRPL12"
"SPTBN1",8.56019222283319e-163,0.268711062493767,0.648,0.28,1.77863674006028e-158,"5","SPTBN1"
"TAGLN2.4",4.25152132625347e-162,-0.366912656087764,0.775,0.747,8.83381101168945e-158,"5","TAGLN2"
"PSMB7",2.11030405029785e-161,0.288280087201417,0.66,0.294,4.38478975570888e-157,"5","PSMB7"
"MAP1LC3B",9.99061613224434e-161,0.319098614283858,0.743,0.354,2.07585021995773e-156,"5","MAP1LC3B"
"JUP",3.8576090911308e-160,0.285039677071237,0.696,0.312,8.01534016955158e-156,"5","JUP"
"TM4SF1.2",4.25245513675583e-159,0.410634273819654,0.906,0.567,8.83575128315126e-155,"5","TM4SF1"
"SLC25A39",4.07923329783525e-158,0.263416298119697,0.587,0.25,8.47583094624209e-154,"5","SLC25A39"
"COX14",1.66262231381359e-155,0.322693801756309,0.726,0.354,3.45459664364188e-151,"5","COX14"
"CAMTA1",5.34245682133817e-155,0.30750879316829,0.745,0.356,1.11005567833765e-150,"5","CAMTA1"
"PPP4C",8.07720631992375e-155,0.310215899376967,0.733,0.347,1.67828192915376e-150,"5","PPP4C"
"CHCHD2.1",1.93461334632878e-153,0.311896319399971,0.948,0.729,4.01973961100193e-149,"5","CHCHD2"
"COX7A2L",4.03555768740038e-153,0.350239487816978,0.805,0.411,8.38508176288052e-149,"5","COX7A2L"
"TMEM14A",3.94077939108113e-152,0.268817120446285,0.636,0.285,8.18815141878837e-148,"5","TMEM14A"
"TAX1BP3",5.25126039079576e-152,0.312619737569936,0.715,0.333,1.09110688399954e-147,"5","TAX1BP3"
"CLIC1.2",9.3202559563031e-152,0.335323478624288,0.959,0.714,1.93656278260066e-147,"5","CLIC1"
"YIF1A",1.11466119041576e-151,0.277504814490552,0.643,0.291,2.31604302144586e-147,"5","YIF1A"
"TCEB1",1.39451973772621e-151,0.277766740734882,0.674,0.308,2.89753311104751e-147,"5","TCEB1"
"PHB",1.65662854961469e-151,0.294209730089803,0.647,0.291,3.44214280038941e-147,"5","PHB"
"ATP5I.1",1.37572930598251e-150,0.311240610099133,0.977,0.756,2.85849035197047e-146,"5","ATP5I"
"NDUFS8",4.47274044839992e-150,0.3368619407474,0.752,0.375,9.29346010368535e-146,"5","NDUFS8"
"ATOX1",9.10447547450632e-150,0.321215593467191,0.773,0.386,1.89172791409292e-145,"5","ATOX1"
"TUFM",4.25618155660831e-149,0.323072086864531,0.698,0.334,8.84349403832075e-145,"5","TUFM"
"CD164",1.53954236370607e-148,0.348588756323706,0.84,0.449,3.19886112330846e-144,"5","CD164"
"SPINK1.4",4.31343991921911e-147,-0.503940848530879,0.78,0.729,8.96246546415347e-143,"5","SPINK1"
"MRPL14",9.56141558507307e-147,0.298801946861125,0.725,0.34,1.98667093026648e-142,"5","MRPL14"
"CAPZB",2.27138256498899e-146,0.330474307092322,0.775,0.391,4.71947869353413e-142,"5","CAPZB"
"CLDN18.4",6.94115155600908e-146,-0.538488860420846,0.594,0.657,1.44223247030757e-141,"5","CLDN18"
"CDK2AP2",4.74422455079152e-145,0.264570374351498,0.632,0.287,9.85754977163462e-141,"5","CDK2AP2"
"NDUFA5",3.57021257572256e-144,0.263794459174527,0.636,0.292,7.41818768983633e-140,"5","NDUFA5"
"TPM3",6.55649342717314e-144,0.361101073378099,0.848,0.458,1.36230820429804e-139,"5","TPM3"
"LAMTOR1",1.15449004785789e-143,0.293331992958621,0.696,0.332,2.39879942143913e-139,"5","LAMTOR1"
"ENY2",5.41639387199808e-141,0.285078214019007,0.724,0.348,1.12541831872376e-136,"5","ENY2"
"NDUFB2.2",1.79657965865481e-140,0.360183409544463,0.947,0.622,3.73293321475296e-136,"5","NDUFB2"
"HSPA5.2",3.62035372137316e-139,0.369944277952798,0.872,0.494,7.52237096226916e-135,"5","HSPA5"
"ALDH1A1.2",4.55976935308295e-138,0.323758236130542,0.755,0.382,9.47428876183576e-134,"5","ALDH1A1"
"PSMB3",5.13254480025733e-137,0.331276574695636,0.785,0.407,1.06644015859747e-132,"5","PSMB3"
"HINT1.1",6.38577774277383e-137,0.35806806019813,0.955,0.643,1.32683689939355e-132,"5","HINT1"
"MT2A.2",1.72663009963315e-135,-0.61819073493602,0.397,0.58,3.58759202101776e-131,"5","MT2A"
"RPL17.3",2.28882921486739e-135,-0.397491915896816,0.667,0.66,4.75572934265146e-131,"5","RPL17"
"CANX",4.05289455534638e-135,0.281897464127557,0.737,0.36,8.4211043070987e-131,"5","CANX"
"LINC00493",4.54012319692857e-135,0.26619085180521,0.681,0.326,9.43346797857818e-131,"5","LINC00493"
"IER2.1",5.95293306871397e-135,-0.495051037029861,0.621,0.655,1.23690043301739e-130,"5","IER2"
"TUBA1C",1.57108551070823e-134,0.334243078724348,0.815,0.427,3.26440147414957e-130,"5","TUBA1C"
"PLAUR",4.52166791559383e-134,0.335633910422178,0.716,0.368,9.39512159502085e-130,"5","PLAUR"
"ENSA",2.18735158583729e-133,0.266611501766954,0.679,0.324,4.54487912505272e-129,"5","ENSA"
"NOP10.1",8.59460819780158e-131,0.353282163530574,0.878,0.5,1.78578769133921e-126,"5","NOP10"
"SNX3",1.62509763029845e-130,0.316731477514057,0.801,0.426,3.37662785623412e-126,"5","SNX3"
"ERGIC3.1",1.51010961144476e-129,0.3196481393818,0.756,0.392,3.13770575065992e-125,"5","ERGIC3"
"TM9SF3.2",8.85334575163583e-128,0.300122426401274,0.789,0.404,1.83954818027489e-123,"5","TM9SF3"
"BLOC1S1.1",1.555280021602e-126,0.342709905613365,0.882,0.52,3.23156082888464e-122,"5","BLOC1S1"
"TACSTD2.4",6.19562532102656e-125,-0.601099592120437,0.343,0.51,1.2873270292029e-120,"5","TACSTD2"
"HSBP1",1.12510635483588e-123,0.312871416452061,0.81,0.425,2.33774598407799e-119,"5","HSBP1"
"EIF3H",1.90604886237533e-122,0.306966093485227,0.736,0.383,3.96038832624346e-118,"5","EIF3H"
"NDUFA2",2.16923637986912e-119,0.302394160795835,0.791,0.422,4.50723935009207e-115,"5","NDUFA2"
"TMBIM6",1.25885047631042e-118,0.316908677414023,0.955,0.684,2.6156395196778e-114,"5","TMBIM6"
"HNRNPA1.1",3.1080087171751e-118,-0.277092927287279,0.781,0.707,6.45782051254641e-114,"5","HNRNPA1"
"COPE",8.95296633309767e-118,0.331148213665274,0.86,0.489,1.86024734469103e-113,"5","COPE"
"JUN.1",1.61743037941759e-116,-0.403126502635005,0.772,0.724,3.36069684235386e-112,"5","JUN"
"ITM2B.2",6.43558681557435e-115,0.324725371056052,0.937,0.624,1.33718622854004e-110,"5","ITM2B"
"SCAND1",8.29166792118426e-113,0.283741118914947,0.785,0.416,1.72284276066367e-108,"5","SCAND1"
"MT1G.3",5.06318406720752e-112,-0.636102071205468,0.391,0.54,1.05202838548438e-107,"5","MT1G"
"CNBP",1.60518802011482e-111,0.273738594877931,0.719,0.373,3.33525966819458e-107,"5","CNBP"
"NBEAL1.4",4.80095865944349e-111,-0.349104069745974,0.688,0.666,9.97543190259168e-107,"5","NBEAL1"
"ZNHIT1",5.00697413609685e-111,0.307079539484157,0.81,0.455,1.0403490859982e-106,"5","ZNHIT1"
"NDUFA3",2.90499494337314e-109,0.314218866140823,0.844,0.495,6.03599849334071e-105,"5","NDUFA3"
"GUK1",1.68431434009344e-108,0.324630895724968,0.925,0.623,3.49966833584616e-104,"5","GUK1"
"KLF5.1",4.47686294340245e-106,0.265521651940535,0.77,0.398,9.30202582380162e-102,"5","KLF5"
"LAMTOR5",3.29643051056233e-104,0.283553309163716,0.804,0.43,6.84932331484642e-100,"5","LAMTOR5"
"JUND.3",1.12075180143271e-103,-0.293101721464829,0.843,0.757,2.32869809301689e-99,"5","JUND"
"MT1E.3",8.4637061557557e-102,-0.520000749390846,0.422,0.55,1.75858886504292e-97,"5","MT1E"
"SMDT1.1",1.58655580493961e-101,0.297324106109603,0.834,0.476,3.29654565150351e-97,"5","SMDT1"
"HMGN2.1",1.0097325374188e-100,-0.492301665522253,0.463,0.542,2.09802226624879e-96,"5","HMGN2"
"VAPA.2",2.84437454754819e-100,0.292394851755493,0.841,0.48,5.91004143489564e-96,"5","VAPA"
"UBE2D3",1.44729968748887e-98,0.305958581258349,0.883,0.538,3.00719929066436e-94,"5","UBE2D3"
"RPL4.1",4.89361485828911e-98,-0.273920512888718,0.726,0.688,1.01679529525531e-93,"5","RPL4"
"NQO1.3",4.40395199092171e-96,0.332014468339046,0.917,0.56,9.15053144673714e-92,"5","NQO1"
"NDUFA13",5.90519088734174e-94,0.303951861442145,0.937,0.637,1.22698056257187e-89,"5","NDUFA13"
"NPM1.3",8.20540850301659e-93,-0.369893845370719,0.624,0.617,1.70491977875679e-88,"5","NPM1"
"NPC2.3",1.04415781227243e-92,0.284634452776845,0.864,0.493,2.16955110233965e-88,"5","NPC2"
"PCBP1",7.67902847886442e-92,0.268228362207996,0.818,0.461,1.59554853733845e-87,"5","PCBP1"
"CDC42.1",3.28937615886916e-88,0.292374633133108,0.889,0.539,6.83466578289834e-84,"5","CDC42"
"GPX4.1",3.47293947346455e-86,0.282442320510256,0.823,0.488,7.21607363796465e-82,"5","GPX4"
"REG1A.1",1.60553022808383e-84,0.32983268350043,0.57,0.327,3.33597070791259e-80,"5","REG1A"
"DNAJB1.3",2.27280836920035e-79,-0.482657106894936,0.443,0.517,4.72244122952449e-75,"5","DNAJB1"
"ID1.1",3.20936877768412e-79,0.263237350591128,0.727,0.43,6.66842644627207e-75,"5","ID1"
"GPX2.5",1.07382583538005e-78,-0.420075742281871,0.54,0.564,2.23119532075266e-74,"5","GPX2"
"SLIRP.2",6.35473938346452e-78,0.271667415448208,0.835,0.501,1.32038774909626e-73,"5","SLIRP"
"S100P.4",4.11634397657296e-77,-0.330464995210738,0.721,0.711,8.5529395145233e-73,"5","S100P"
"TUBB4B.1",4.02773137135019e-75,0.272644284822559,0.83,0.51,8.36882024339142e-71,"5","TUBB4B"
"NDUFS5.2",3.62976706075513e-74,0.286387963429551,0.882,0.572,7.541929998837e-70,"5","NDUFS5"
"NDUFB1.1",7.40145523133924e-74,0.278911464030904,0.911,0.607,1.53787436796767e-69,"5","NDUFB1"
"CIRBP.4",2.91096737523844e-64,-0.37361822660649,0.551,0.551,6.04840801227044e-60,"5","CIRBP"
"VSIG2.3",1.72761005117204e-60,-0.367901150027977,0.554,0.554,3.58962816432527e-56,"5","VSIG2"
"H2AFZ.1",1.82291617461474e-44,-0.305632429754293,0.632,0.564,3.7876552276145e-40,"5","H2AFZ"
"HMGN1.1",4.51687783145126e-40,-0.310432211316734,0.502,0.492,9.38516875818943e-36,"5","HMGN1"
"ZFP36.3",2.82222486803177e-25,-0.289968558967373,0.672,0.57,5.86401883079642e-21,"5","ZFP36"
"GSN.2",2.66608137017673e-11,-0.274125597665078,0.553,0.466,5.5395838709532e-07,"5","GSN"
"OLFM4.1",0,1.74764279343465,0.88,0.095,0,"6","OLFM4"
"REG1A.2",0,1.25745915262812,0.848,0.31,0,"6","REG1A"
"REG4.1",0,1.1314753137749,0.906,0.265,0,"6","REG4"
"CLDN4.1",0,0.982519491461229,0.899,0.286,0,"6","CLDN4"
"HSPD1",0,0.913612409604291,0.88,0.305,0,"6","HSPD1"
"CLDN7.1",0,0.829762756347679,0.8,0.2,0,"6","CLDN7"
"EPCAM.3",0,0.768836624143332,0.935,0.447,0,"6","EPCAM"
"CD9.1",0,0.76468247454437,0.897,0.391,0,"6","CD9"
"AGR3.1",0,0.746631406008304,0.914,0.406,0,"6","AGR3"
"IDH2.1",0,0.736507497752574,0.696,0.21,0,"6","IDH2"
"PPA1.1",0,0.735039958784723,0.898,0.409,0,"6","PPA1"
"RANBP1",0,0.731572751156602,0.811,0.314,0,"6","RANBP1"
"RPS4Y1.2",0,0.728605151116636,0.895,0.414,0,"6","RPS4Y1"
"NPM1.4",0,0.705134599951739,0.964,0.596,0,"6","NPM1"
"CLDN3.1",0,0.693507210835466,0.677,0.166,0,"6","CLDN3"
"TFF3.1",0,0.690441862040893,0.742,0.245,0,"6","TFF3"
"EIF3E.2",0,0.679437267173607,0.919,0.485,0,"6","EIF3E"
"EDN1",0,0.667855889758557,0.618,0.14,0,"6","EDN1"
"HSPE1.1",0,0.660273760475618,0.928,0.508,0,"6","HSPE1"
"IMPDH2",0,0.654404460668511,0.685,0.194,0,"6","IMPDH2"
"TSPAN8.4",0,0.653465496203222,0.971,0.632,0,"6","TSPAN8"
"PPP1R1B",0,0.652973635337322,0.617,0.119,0,"6","PPP1R1B"
"HSPA8.2",0,0.636150447442039,0.944,0.586,0,"6","HSPA8"
"ENO1.1",0,0.624518104254094,0.815,0.399,0,"6","ENO1"
"PHB.1",0,0.619181553462331,0.75,0.285,0,"6","PHB"
"RSL1D1",0,0.617911837470885,0.736,0.23,0,"6","RSL1D1"
"SLC25A5.3",0,0.616902648116515,0.939,0.594,0,"6","SLC25A5"
"CPS1.1",0,0.615681122151875,0.538,0.065,0,"6","CPS1"
"CYC1.1",0,0.611452462430738,0.777,0.325,0,"6","CYC1"
"RAN.1",0,0.602226551377529,0.845,0.432,0,"6","RAN"
"SRI.1",0,0.601946144044069,0.839,0.352,0,"6","SRI"
"MGST1.1",0,0.599672015392915,0.768,0.289,0,"6","MGST1"
"ATP5A1.1",0,0.594553172869489,0.852,0.409,0,"6","ATP5A1"
"EIF3L",0,0.594549103282498,0.779,0.33,0,"6","EIF3L"
"EIF3M",0,0.584935462156423,0.732,0.241,0,"6","EIF3M"
"SERPINB5.1",0,0.58439779155743,0.621,0.147,0,"6","SERPINB5"
"ATP5C1.1",0,0.580417521221004,0.834,0.385,0,"6","ATP5C1"
"LGALS3.2",0,0.57537349549922,0.916,0.561,0,"6","LGALS3"
"ANXA2.3",0,0.574915119268332,0.957,0.65,0,"6","ANXA2"
"GGCT",0,0.572053929065035,0.633,0.165,0,"6","GGCT"
"UQCRC2.1",0,0.571584078176808,0.742,0.269,0,"6","UQCRC2"
"KRT18.2",0,0.561405982075423,0.978,0.736,0,"6","KRT18"
"NME1",0,0.55959257906275,0.664,0.208,0,"6","NME1"
"GDI2.1",0,0.547895570596069,0.773,0.317,0,"6","GDI2"
"ATP5F1.1",0,0.544955353142695,0.786,0.341,0,"6","ATP5F1"
"EEF1B2.1",0,0.540599893524718,0.905,0.604,0,"6","EEF1B2"
"SSBP1",0,0.539509040249978,0.769,0.306,0,"6","SSBP1"
"ESD",0,0.53220616360351,0.686,0.223,0,"6","ESD"
"NHP2",0,0.526492856130142,0.712,0.278,0,"6","NHP2"
"C1QBP",0,0.526081814335396,0.635,0.201,0,"6","C1QBP"
"CCT2",0,0.524046892847501,0.606,0.147,0,"6","CCT2"
"EIF3D",0,0.522563231835439,0.687,0.254,0,"6","EIF3D"
"RAMP1",0,0.518964817026349,0.507,0.084,0,"6","RAMP1"
"SUCLG1.1",0,0.516526196552566,0.681,0.236,0,"6","SUCLG1"
"HSP90AB1.1",0,0.510561613044517,0.971,0.692,0,"6","HSP90AB1"
"CCT3",0,0.506672117658193,0.658,0.228,0,"6","CCT3"
"TMEM106C.1",0,0.504026939733337,0.556,0.143,0,"6","TMEM106C"
"HNRNPA1.2",0,0.501191962183346,0.953,0.697,0,"6","HNRNPA1"
"VDAC3.1",0,0.501006693743527,0.654,0.212,0,"6","VDAC3"
"AHCY",0,0.500818710969355,0.572,0.156,0,"6","AHCY"
"STOML2",0,0.498669936711021,0.676,0.256,0,"6","STOML2"
"CLNS1A",0,0.494488352983353,0.611,0.17,0,"6","CLNS1A"
"BTF3.1",0,0.4943421739693,0.968,0.731,0,"6","BTF3"
"STMN1",0,0.490597391718443,0.593,0.188,0,"6","STMN1"
"MTCH2.1",0,0.489923335935284,0.629,0.204,0,"6","MTCH2"
"PRDX3.1",0,0.489245899733495,0.712,0.281,0,"6","PRDX3"
"CCT8",0,0.487954161259889,0.67,0.231,0,"6","CCT8"
"TXN.4",0,0.485502314016301,0.991,0.782,0,"6","TXN"
"MRPS35",0,0.484621806944107,0.618,0.171,0,"6","MRPS35"
"CCT6A",0,0.483141239166256,0.635,0.198,0,"6","CCT6A"
"TCP1",0,0.483119557352727,0.62,0.187,0,"6","TCP1"
"PPAP2C.1",0,0.480336817036613,0.635,0.215,0,"6","PPAP2C"
"OAT.1",0,0.475733961549197,0.676,0.249,0,"6","OAT"
"RPL7.2",0,0.473026125300447,0.997,0.911,0,"6","RPL7"
"C19orf48",0,0.468496018943089,0.501,0.086,0,"6","C19orf48"
"SLC12A2.1",0,0.459191908830314,0.609,0.187,0,"6","SLC12A2"
"PRAP1.1",0,0.456029003964918,0.536,0.137,0,"6","PRAP1"
"EIF4EBP1",0,0.455618424175299,0.573,0.182,0,"6","EIF4EBP1"
"CACYBP",0,0.448702196778094,0.567,0.174,0,"6","CACYBP"
"CCT4",0,0.445234973295317,0.657,0.24,0,"6","CCT4"
"RPL5.2",0,0.444733641104551,0.957,0.738,0,"6","RPL5"
"GSTM3",0,0.443951508734563,0.584,0.18,0,"6","GSTM3"
"KRTCAP3",0,0.438540833692746,0.589,0.187,0,"6","KRTCAP3"
"DCTPP1",0,0.438242625608077,0.539,0.153,0,"6","DCTPP1"
"NDUFA9.1",0,0.43272337745631,0.599,0.191,0,"6","NDUFA9"
"MRPL13.1",0,0.428388148227404,0.579,0.181,0,"6","MRPL13"
"GPR160",0,0.427280930747623,0.571,0.173,0,"6","GPR160"
"RPL10A.2",0,0.427143078059571,0.982,0.81,0,"6","RPL10A"
"MRPL42",0,0.418992631997164,0.579,0.17,0,"6","MRPL42"
"HDAC2",0,0.41752208859579,0.589,0.181,0,"6","HDAC2"
"GAPDH.2",0,0.414832718548746,0.961,0.796,0,"6","GAPDH"
"MRPL3",0,0.413115775253175,0.536,0.146,0,"6","MRPL3"
"APEX1",0,0.412058781853287,0.562,0.167,0,"6","APEX1"
"ILF2",0,0.410675922201176,0.598,0.202,0,"6","ILF2"
"OLA1",0,0.403662270149696,0.534,0.15,0,"6","OLA1"
"MRPL4",0,0.403506912189575,0.523,0.151,0,"6","MRPL4"
"FAM3D.1",0,0.402884786767954,0.527,0.15,0,"6","FAM3D"
"ATP1B3.1",0,0.402464978571644,0.576,0.176,0,"6","ATP1B3"
"RPL6.2",0,0.40040366602861,0.972,0.777,0,"6","RPL6"
"EIF2A",0,0.389938830385885,0.568,0.181,0,"6","EIF2A"
"TPRKB",0,0.382362017412463,0.506,0.15,0,"6","TPRKB"
"RPS2.1",0,0.381928194030077,0.997,0.941,0,"6","RPS2"
"SSB",0,0.377601087013465,0.553,0.175,0,"6","SSB"
"RPS7.2",0,0.377319481807162,0.963,0.793,0,"6","RPS7"
"MRPL50",0,0.370096110105895,0.524,0.152,0,"6","MRPL50"
"GNB2L1.1",0,0.345126162046763,0.962,0.821,0,"6","GNB2L1"
"RPS3A.2",0,0.343849214632798,0.996,0.915,0,"6","RPS3A"
"RPL15.2",0,0.3335365076634,0.996,0.887,0,"6","RPL15"
"RPS5.1",0,0.332141062637327,0.979,0.865,0,"6","RPS5"
"RPL26.2",0,0.321926543807428,0.995,0.878,0,"6","RPL26"
"RPLP0.1",0,0.320505329853126,0.976,0.864,0,"6","RPLP0"
"RPS6.1",0,0.296539446459138,0.997,0.959,0,"6","RPS6"
"RPL3.1",0,0.293206565138305,0.995,0.943,0,"6","RPL3"
"RPS4X.1",0,0.282276753578008,0.994,0.925,0,"6","RPS4X"
"RPS3.1",0,0.281096375616224,0.994,0.951,0,"6","RPS3"
"TMSB4X.1",0,-0.268323384379582,0.989,0.989,0,"6","TMSB4X"
"CLDN18.5",0,-0.909512759441009,0.311,0.674,0,"6","CLDN18"
"PGC.3",0,-1.21284156436097,0.28,0.716,0,"6","PGC"
"GKN2.6",0,-1.38085272326799,0.047,0.533,0,"6","GKN2"
"MUC5AC.6",0,-1.42789845739995,0.194,0.719,0,"6","MUC5AC"
"TFF2.5",0,-1.48862219208065,0.186,0.729,0,"6","TFF2"
"GAST.3",0,-1.52467725906504,0.103,0.648,0,"6","GAST"
"GKN1.6",0,-1.53665270062166,0.056,0.601,0,"6","GKN1"
"TFF1.6",0,-1.59697416940004,0.431,0.869,0,"6","TFF1"
"PYURF",3.42202773782693e-307,0.452436362060539,0.677,0.254,7.1102892336568e-303,"6","PYURF"
"ETHE1.1",4.75290181693222e-306,0.488899865624841,0.649,0.233,9.87557939522178e-302,"6","ETHE1"
"VDAC1.1",1.52809098957748e-305,0.552156193238975,0.862,0.45,3.17506745814408e-301,"6","VDAC1"
"SLC25A6.1",1.62161138203082e-305,0.414927415655683,0.918,0.701,3.36938412958363e-301,"6","SLC25A6"
"CCT7",1.60211060588561e-304,0.414594646542968,0.593,0.206,3.32886541690913e-300,"6","CCT7"
"HSPA9",3.28837097632061e-303,0.393273879697281,0.589,0.2,6.83257721459896e-299,"6","HSPA9"
"PSMA2.1.2",1.19794987161008e-302,0.545517070386776,0.867,0.435,2.48910024323142e-298,"6","PSMA2.1"
"TUFM.1",2.57679674394367e-302,0.525629631526667,0.731,0.332,5.35406827456616e-298,"6","TUFM"
"NAA20",2.96225274762325e-302,0.354192904637081,0.529,0.166,6.1549687590116e-298,"6","NAA20"
"MRPS12",5.06240813489514e-302,0.418973138627919,0.571,0.196,1.05186716226851e-297,"6","MRPS12"
"PIGR.4",3.37682727372059e-299,0.622720026493839,0.872,0.439,7.01637170933665e-295,"6","PIGR"
