"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"KRT19.1",5.41744036315647e-177,0.266576321382197,0.911,0.772,1.12563575865665e-172,"1","KRT19"
"GLTSCR2",1.41607140619896e-176,-0.349219059245306,0.219,0.513,2.9423131678002e-172,"1","GLTSCR2"
"CRIP1.1",3.48856618463655e-173,0.323665520110861,0.677,0.6,7.24854281843783e-169,"1","CRIP1"
"APRT",1.12139699519009e-169,-0.346009499199567,0.239,0.537,2.33003867660597e-165,"1","APRT"
"COX6C",1.0867524289717e-168,-0.35087588084293,0.537,0.805,2.25805419691739e-164,"1","COX6C"
"SNRPG",5.49372890877197e-168,-0.332158438135915,0.234,0.529,1.14148699266464e-163,"1","SNRPG"
"HSP90AA1",4.77952518417413e-166,-0.359549615464818,0.501,0.78,9.930897427677e-162,"1","HSP90AA1"
"SMDT1",5.29750570521581e-166,-0.3216401325092,0.234,0.539,1.10071573542974e-161,"1","SMDT1"
"RPS27L",3.52760682463323e-164,-0.361312326343557,0.426,0.721,7.32966146022293e-160,"1","RPS27L"
"NDUFB9",6.3971155027643e-163,-0.347247125891906,0.232,0.51,1.32919265916437e-158,"1","NDUFB9"
"ELF3",1.03775513667982e-161,0.272765424526239,0.697,0.637,2.15624762299332e-157,"1","ELF3"
"RHOB.1",1.56760757773784e-158,0.346840703819323,0.597,0.531,3.25717502502369e-154,"1","RHOB"
"YWHAE",7.71646475905888e-156,-0.335582255078235,0.302,0.622,1.60332704763725e-151,"1","YWHAE"
"EIF4A2",6.17041345386988e-152,-0.32883718584988,0.318,0.636,1.28208850744508e-147,"1","EIF4A2"
"NDUFA4",4.2313262464342e-150,-0.32844504610374,0.494,0.756,8.79184967484099e-146,"1","NDUFA4"
"VAMP8",4.6992901771926e-148,0.30372195441132,0.589,0.539,9.76418513017079e-144,"1","VAMP8"
"BSG",8.65590676246049e-148,-0.332362424637355,0.288,0.587,1.79852430710404e-143,"1","BSG"
"MORF4L1",6.06365384538699e-147,-0.294062799182872,0.26,0.563,1.25990599599451e-142,"1","MORF4L1"
"POLD4",3.154554023717e-146,0.357562328120859,0.515,0.449,6.55453235047917e-142,"1","POLD4"
"USMG5",5.11098421845253e-146,-0.346391293835281,0.368,0.656,1.06196030091007e-141,"1","USMG5"
"ATP6V1G1",2.14598290835677e-145,-0.325750617504925,0.334,0.655,4.4589232869837e-141,"1","ATP6V1G1"
"ANXA10.1",1.04455856870441e-143,0.319834816297269,0.611,0.5,2.17038379405403e-139,"1","ANXA10"
"DSTN",1.78579044869803e-143,-0.34332391934844,0.36,0.668,3.71051539430476e-139,"1","DSTN"
"MT1X.1",4.01100019413992e-143,0.403653457124024,0.558,0.475,8.33405620338393e-139,"1","MT1X"
"MINOS1",7.1521752152175e-143,-0.326890063901235,0.29,0.578,1.48607896621789e-138,"1","MINOS1"
"SLIRP",9.4288274422132e-142,-0.306701151152892,0.268,0.56,1.95912176594306e-137,"1","SLIRP"
"NEDD8",1.25384775721889e-141,-0.298168167922937,0.255,0.547,2.60524486994941e-137,"1","NEDD8"
"UQCRQ",1.53519979304667e-140,-0.315422502426395,0.525,0.779,3.18983812999236e-136,"1","UQCRQ"
"SERPINB1",4.12062641372647e-140,-0.324693547085583,0.246,0.51,8.56183756244086e-136,"1","SERPINB1"
"NDUFB11",3.42605567127838e-139,-0.31458539542283,0.294,0.601,7.11865847378222e-135,"1","NDUFB11"
"RPL38",8.41754031202517e-136,-0.288583078114861,0.623,0.859,1.74899652603259e-131,"1","RPL38"
"FKBP1A",3.38483442461803e-135,-0.298751871716261,0.269,0.558,7.03300896747134e-131,"1","FKBP1A"
"SFN.1",1.12307427013723e-133,0.29109049095347,0.666,0.58,2.33352371849113e-129,"1","SFN"
"UBA52",3.54850461007425e-131,-0.271427166899732,0.646,0.867,7.37308287881228e-127,"1","UBA52"
"CALM2",1.11903242240796e-130,-0.268045812866782,0.676,0.883,2.32512556727926e-126,"1","CALM2"
"PPIA",1.10233213460123e-129,-0.307941569280585,0.492,0.752,2.29042570927444e-125,"1","PPIA"
"DNAJB1.1",1.60544285468673e-129,-0.328696019516556,0.295,0.546,3.33578916346808e-125,"1","DNAJB1"
"ARPC2",7.75003903615784e-129,-0.319030705553948,0.35,0.644,1.61030311093288e-124,"1","ARPC2"
"JTB",5.61697896429938e-128,-0.294887803416771,0.288,0.579,1.16709588920213e-123,"1","JTB"
"VAPA",7.25950732584002e-127,-0.270588403404475,0.257,0.54,1.50838043216304e-122,"1","VAPA"
"PDIA3",1.47807817467184e-124,-0.302100549313135,0.313,0.606,3.07115083133314e-120,"1","PDIA3"
"OST4",2.79243202542881e-119,-0.318785873431826,0.443,0.755,5.80211526243597e-115,"1","OST4"
"NDUFB2",4.05100117405759e-119,-0.311262193269536,0.383,0.682,8.41717023945687e-115,"1","NDUFB2"
"ATP5J2",2.52995917450826e-118,-0.3013085996435,0.343,0.615,5.25674917279325e-114,"1","ATP5J2"
"ARPC3",1.26784272222168e-117,-0.285736774207412,0.284,0.557,2.6343236082322e-113,"1","ARPC3"
"COX7A2",8.09411489613707e-117,-0.278645823963699,0.59,0.821,1.68179519311936e-112,"1","COX7A2"
"SSR4",8.59256449337481e-117,-0.336323976638912,0.499,0.756,1.78536305043342e-112,"1","SSR4"
"NDUFS5",5.37897231323776e-116,-0.302672376466276,0.344,0.63,1.11764286724454e-111,"1","NDUFS5"
"TSPAN1",2.74873956548147e-115,0.315965347483538,0.501,0.442,5.71133106915741e-111,"1","TSPAN1"
"ITM2B",4.07303671855801e-115,-0.308829637266705,0.397,0.681,8.46295569381982e-111,"1","ITM2B"
"MZT2B.1",4.3279485856846e-114,-0.266773950141419,0.27,0.532,8.99261157133546e-110,"1","MZT2B"
"ZFP36.1",2.42830159675526e-112,-0.312934489350937,0.37,0.608,5.04552505773809e-108,"1","ZFP36"
"HNRNPK",3.81218451792069e-111,-0.275183878149701,0.324,0.621,7.92095699133561e-107,"1","HNRNPK"
"HERPUD1",4.71637753758059e-110,-0.301936138331936,0.335,0.593,9.79968924758495e-106,"1","HERPUD1"
"CHCHD2",1.7956794738221e-108,-0.283564802354769,0.53,0.776,3.73106281070755e-104,"1","CHCHD2"
"SELK",1.15169514316781e-105,-0.274309419344231,0.346,0.62,2.39299216847408e-101,"1","SELK"
"TOMM7",3.26926519655797e-105,-0.293653352229787,0.42,0.712,6.79287922540815e-101,"1","TOMM7"
"COX6A1",9.4372136619346e-101,-0.286707472742962,0.437,0.683,1.96086425467677e-96,"1","COX6A1"
"HNRNPA2B1",5.95024046843491e-97,-0.271579976295854,0.357,0.638,1.23634096453141e-92,"1","HNRNPA2B1"
"TSPAN8",3.07857650976817e-92,-0.266034119089487,0.536,0.67,6.39666627199631e-88,"1","TSPAN8"
"RAB11FIP1.1",9.35824451547982e-89,0.292397203927723,0.511,0.487,1.9444560454264e-84,"1","RAB11FIP1"
"PABPC1",1.17084620772892e-88,-0.269336714616053,0.445,0.712,2.43278425041915e-84,"1","PABPC1"
"TMEM59",3.74704358928328e-88,-0.266864504762084,0.428,0.695,7.78560716981281e-84,"1","TMEM59"
"MGST3",3.73079838205719e-87,-0.263172347768627,0.376,0.607,7.75185287823842e-83,"1","MGST3"
"KLF4.1",7.1387238801973e-81,0.276505373004362,0.508,0.475,1.4832840478274e-76,"1","KLF4"
"CXCL3",0,0.763161885291867,0.707,0.346,0,"2","CXCL3"
"PGC",0,0.680542460484194,0.944,0.668,0,"2","PGC"
"CXCL17.1",0,0.580037036338052,0.635,0.288,0,"2","CXCL17"
"SPINK1.2",0,0.560311307344229,0.959,0.712,0,"2","SPINK1"
"LYZ",0,0.50259057054356,0.984,0.837,0,"2","LYZ"
"RPS3A.1",0,0.282495916062994,0.985,0.914,0,"2","RPS3A"
"PHGR1.1",0,-1.18106194197669,0.193,0.641,0,"2","PHGR1"
"RP11-1143G9.4",1.00140923270887e-279,0.622078764115524,0.54,0.247,2.08072810372249e-275,"2","RP11-1143G9.4"
"CLDN18.2",4.97664365060081e-263,0.467311873696305,0.9,0.631,1.03404701772184e-258,"2","CLDN18"
"TACSTD2.2",4.43108189269821e-251,0.502676746203451,0.751,0.478,9.20690195664833e-247,"2","TACSTD2"
"RPL36A.1",1.56425208186573e-231,0.320248059124678,0.859,0.729,3.25020297570061e-227,"2","RPL36A"
"IL8",7.76900771761738e-226,0.609685882119201,0.503,0.252,1.61424442356654e-221,"2","IL8"
"ALDH3A1.1",4.42518489559779e-221,0.486992189651482,0.548,0.275,9.19464917607308e-217,"2","ALDH3A1"
"FOXQ1.1",1.13919857751701e-211,0.48075768930475,0.604,0.327,2.36702680436485e-207,"2","FOXQ1"
"TXN.1",2.98203209596588e-190,0.306660039261994,0.941,0.781,6.19606628899791e-186,"2","TXN"
"MSMB.2",1.53233228612623e-189,0.454770479573905,0.758,0.463,3.18388002411307e-185,"2","MSMB"
"NBEAL1.2",1.34525844883039e-180,0.332613144951621,0.778,0.658,2.79517800497978e-176,"2","NBEAL1"
"RPL17.1",5.41240047495412e-179,0.325044099752854,0.79,0.649,1.12458857068597e-174,"2","RPL17"
"HLA-A",1.43878869031902e-157,-0.327520053639287,0.667,0.83,2.98951514074486e-153,"2","HLA-A"
"HLA-C.2",5.30300526275074e-137,-0.336039942258154,0.622,0.768,1.10185843349435e-132,"2","HLA-C"
"TSPAN8.1",1.20472359203027e-136,0.328651103824237,0.857,0.634,2.50317467952049e-132,"2","TSPAN8"
"AGR2.2",3.47053639683105e-136,0.314504261979405,0.95,0.777,7.21108052533555e-132,"2","AGR2"
"CTSE.2",1.01216885693337e-122,0.330707692217607,0.79,0.578,2.10308445093615e-118,"2","CTSE"
"SH3BGRL3",4.59786055627907e-121,-0.283721284485854,0.664,0.795,9.55343466383665e-117,"2","SH3BGRL3"
"IER3.2",9.46352798237749e-113,0.30771844858304,0.767,0.625,1.9663318441784e-108,"2","IER3"
"NPM1.1",6.66456309634894e-109,0.282832722525459,0.739,0.606,1.38476292015938e-104,"2","NPM1"
"LGALS4",6.10866390880671e-107,-0.426483927953011,0.43,0.564,1.26925818697186e-102,"2","LGALS4"
"GPX2.2",4.72122947858962e-106,0.314760833855173,0.728,0.548,9.80977061061352e-102,"2","GPX2"
"ELF3.1",1.15717045850242e-103,0.273199789891001,0.756,0.635,2.40436877867632e-99,"2","ELF3"
"PHLDA2.1",1.1461814141715e-101,0.306323759757269,0.732,0.569,2.38153574236555e-97,"2","PHLDA2"
"CLU",3.99938596728196e-93,0.307460481244601,0.51,0.326,8.30992416281846e-89,"2","CLU"
"NQO1.1",1.61134933599609e-91,0.274885258210654,0.722,0.569,3.34806165033268e-87,"2","NQO1"
"GPRC5A",2.3158914015028e-85,0.305882771409815,0.553,0.388,4.81195915404253e-81,"2","GPRC5A"
"TFF1.2",2.68833953285819e-83,0.363493646149258,0.985,0.831,5.58583188137275e-79,"2","TFF1"
"PIGR.1",7.4253547461873e-78,0.292550388354657,0.646,0.448,1.5428402091628e-73,"2","PIGR"
"HLA-E.1",3.69847386434421e-75,-0.310634154490589,0.375,0.549,7.68468899533441e-71,"2","HLA-E"
"TM9SF3.1",2.64290232535891e-72,0.279871544345342,0.549,0.416,5.49142245163075e-68,"2","TM9SF3"
"LSM5",1.79394078464967e-69,0.287513609198299,0.502,0.371,3.72745016234509e-65,"2","LSM5"
"ALDH1A1.1",2.12106745705841e-69,0.275929378558066,0.53,0.394,4.40715396227596e-65,"2","ALDH1A1"
"GPX4",3.44759255590329e-66,-0.27982403836083,0.362,0.521,7.16340781265586e-62,"2","GPX4"
"CA2.2",2.22767750133039e-65,0.263650343114136,0.741,0.558,4.62866831226428e-61,"2","CA2"
"ARL14.1",2.33661725881881e-56,0.265923935757302,0.576,0.455,4.85502334037372e-52,"2","ARL14"
"GKN1.2",1.21598313260657e-54,-0.546504208332819,0.526,0.573,2.52656975292994e-50,"2","GKN1"
"MUC5AC.2",2.26983274365494e-53,0.282857712566145,0.909,0.668,4.71625847476623e-49,"2","MUC5AC"
"GKN2.2",8.23590587668938e-14,-0.265261667967143,0.549,0.501,1.71125652305852e-09,"2","GKN2"
"MZB1",0,1.95761530112768,0.964,0.04,0,"3","MZB1"
"IGJ",0,1.90052223463573,1,0.557,0,"3","IGJ"
"DERL3",0,1.75267914147518,0.911,0.044,0,"3","DERL3"
"IGLL5",0,1.74470521030829,0.978,0.358,0,"3","IGLL5"
"AL928768.3",0,1.63862016016341,0.791,0.012,0,"3","AL928768.3"
"CD79A",0,1.52062423888603,0.818,0.013,0,"3","CD79A"
"FKBP11",0,1.4263829650387,0.886,0.161,0,"3","FKBP11"
"TSC22D3",0,1.2582994797844,0.88,0.257,0,"3","TSC22D3"
"RGS1",0,1.24363131249807,0.721,0.085,0,"3","RGS1"
"ANKRD28",0,1.21907073424423,0.746,0.082,0,"3","ANKRD28"
"TNFRSF17",0,1.18008009592652,0.666,0.005,0,"3","TNFRSF17"
"SRGN",0,1.17512939849004,0.849,0.124,0,"3","SRGN"
"LGALS1",0,1.16466293058669,0.876,0.159,0,"3","LGALS1"
"HERPUD1.1",0,1.11236857914249,0.96,0.529,0,"3","HERPUD1"
"SSR4.1",0,1.0321581779457,0.995,0.702,0,"3","SSR4"
"SEC11C",0,1.02950149075069,0.828,0.282,0,"3","SEC11C"
"VIM",0,1.02929007634768,0.818,0.181,0,"3","VIM"
"PIM2",0,1.0289514214284,0.601,0.038,0,"3","PIM2"
"DNAJB9",0,1.00865133551861,0.753,0.21,0,"3","DNAJB9"
"ITM2C",0,0.947649507842341,0.666,0.154,0,"3","ITM2C"
"SPCS2.1",0,0.901621687815635,0.921,0.481,0,"3","SPCS2"
"CYBA.1",0,0.896372059993828,0.974,0.604,0,"3","CYBA"
"EMP3",0,0.896334183822919,0.668,0.105,0,"3","EMP3"
"LINC00152",0,0.86838905314761,0.597,0.104,0,"3","LINC00152"
"PRDX4",0,0.858713405993059,0.681,0.248,0,"3","PRDX4"
"CD74.2",0,0.852131391547196,0.928,0.463,0,"3","CD74"
"SPCS1.2",0,0.828144217797292,0.876,0.45,0,"3","SPCS1"
"XBP1",0,0.800010708706475,0.849,0.449,0,"3","XBP1"
"CYTIP",0,0.778111928758376,0.501,0.063,0,"3","CYTIP"
"DDIT4",0,0.770007678235666,0.619,0.237,0,"3","DDIT4"
"YPEL5",0,0.765927624887756,0.712,0.324,0,"3","YPEL5"
"IL2RG",0,0.739711853072491,0.55,0.105,0,"3","IL2RG"
"UBE2J1",0,0.715998059505816,0.644,0.233,0,"3","UBE2J1"
"SSR3",0,0.700854062238034,0.709,0.327,0,"3","SSR3"
"VIMP",0,0.69898263959836,0.79,0.407,0,"3","VIMP"
"KRTCAP2",0,0.686684192044356,0.758,0.399,0,"3","KRTCAP2"
"SELM",0,0.681041773551328,0.593,0.16,0,"3","SELM"
"SPCS3",0,0.661329547165495,0.625,0.266,0,"3","SPCS3"
"SDF2L1",0,0.64563911997657,0.747,0.393,0,"3","SDF2L1"
"SELK.1",0,0.621261201323856,0.866,0.563,0,"3","SELK"
"HSP90B1.1",0,0.620737838934196,0.871,0.565,0,"3","HSP90B1"
"FKBP2",0,0.618738381730726,0.887,0.574,0,"3","FKBP2"
"TRAM1",0,0.610580726981583,0.625,0.262,0,"3","TRAM1"
"MANF",0,0.603396142491473,0.638,0.314,0,"3","MANF"
"CIRBP.2",0,0.555581223680462,0.848,0.529,0,"3","CIRBP"
"SUB1.1",0,0.54956628725355,0.892,0.608,0,"3","SUB1"
"SEC61B.1",0,0.506464310607589,0.886,0.61,0,"3","SEC61B"
"HLA-C.3",0,0.492052101621535,0.95,0.742,0,"3","HLA-C"
"MT-CO3",0,-0.28309597249366,0.996,0.994,0,"3","MT-CO3"
"MYL6",0,-0.316471629484216,0.868,0.92,0,"3","MYL6"
"MT-ATP6",0,-0.318977944242884,0.965,0.979,0,"3","MT-ATP6"
"FTH1",0,-0.352000082260306,0.953,0.973,0,"3","FTH1"
"TMSB10",0,-0.389793948491512,0.917,0.959,0,"3","TMSB10"
"TMSB4X",0,-0.398129054487014,0.965,0.991,0,"3","TMSB4X"
"CALM2.1",0,-0.462707449296893,0.735,0.864,0,"3","CALM2"
"H3F3A.1",0,-0.481125374535193,0.675,0.834,0,"3","H3F3A"
"PFN1",0,-0.519173578035401,0.765,0.897,0,"3","PFN1"
"ACTB",0,-0.533385202202286,0.878,0.97,0,"3","ACTB"
"SH3BGRL3.1",0,-0.542949200304196,0.613,0.797,0,"3","SH3BGRL3"
"CFL1",0,-0.556239973004814,0.694,0.874,0,"3","CFL1"
"PPDPF.2",0,-0.579061822364064,0.639,0.843,0,"3","PPDPF"
"ACTG1",0,-0.639304876746466,0.747,0.922,0,"3","ACTG1"
"LYZ.1",0,-0.686188353685662,0.656,0.863,0,"3","LYZ"
"S100A10.1",0,-0.720109718632533,0.42,0.689,0,"3","S100A10"
"MYL12B",0,-0.730791674739947,0.374,0.72,0,"3","MYL12B"
"KRT8.2",0,-0.7700195541229,0.636,0.853,0,"3","KRT8"
"S100A11.1",0,-0.830488179382455,0.474,0.818,0,"3","S100A11"
"NQO1.2",0,-0.845688457833213,0.168,0.612,0,"3","NQO1"
"KRT18",0,-0.85720833386772,0.453,0.772,0,"3","KRT18"
"S100A6.1",0,-0.858572547894991,0.812,0.976,0,"3","S100A6"
"RNASE1.2",0,-0.867203290781776,0.216,0.626,0,"3","RNASE1"
"TM4SF1",0,-0.868247003341754,0.21,0.615,0,"3","TM4SF1"
"TSPAN8.2",0,-0.875036510701424,0.335,0.675,0,"3","TSPAN8"
"CTSE.3",0,-0.884639942018319,0.196,0.624,0,"3","CTSE"
"CLDN18.3",0,-0.884989458009803,0.293,0.679,0,"3","CLDN18"
"KRT19.2",0,-0.893245066976243,0.518,0.811,0,"3","KRT19"
"CA2.3",0,-0.911571126365402,0.176,0.601,0,"3","CA2"
"AGR2.3",0,-0.91699553383222,0.52,0.81,0,"3","AGR2"
"MT1E.2",0,-0.918256730680859,0.132,0.572,0,"3","MT1E"
"IFI27.2",0,-0.931004126528664,0.445,0.815,0,"3","IFI27"
"CYSTM1.2",0,-0.934266064625324,0.548,0.872,0,"3","CYSTM1"
"S100P.2",0,-1.03380567541535,0.348,0.738,0,"3","S100P"
"FXYD3.2",0,-1.04379363097674,0.29,0.756,0,"3","FXYD3"
"C19orf33.2",0,-1.06119543183361,0.174,0.68,0,"3","C19orf33"
"CST3",0,-1.07110381900586,0.317,0.846,0,"3","CST3"
"SMIM22.2",0,-1.12460072180882,0.143,0.718,0,"3","SMIM22"
"SPINK1.3",0,-1.1445002086152,0.325,0.762,0,"3","SPINK1"
"LMAN2",4.99424273971289e-307,0.552193428288612,0.704,0.387,1.03770375645754e-302,"3","LMAN2"
"PPAPDC1B",6.21165037131226e-307,0.54290357095719,0.517,0.21,1.29065671415126e-302,"3","PPAPDC1B"
"TXN.2",9.92632884990844e-303,-0.533849727687196,0.644,0.805,2.06249260843398e-298,"3","TXN"
"ELF3.2",6.74941504625722e-302,-0.719602210036695,0.301,0.67,1.40239345831133e-297,"3","ELF3"
"GPX2.3",6.83016094462697e-301,-0.805588854919078,0.2,0.589,1.41917084107459e-296,"3","GPX2"
"VSIG2.2",1.51771985324569e-299,-0.766328547766498,0.17,0.582,3.1535183110739e-295,"3","VSIG2"
"PHLDA2.2",3.51529433155319e-297,-0.784020877034549,0.238,0.607,7.30407856210122e-293,"3","PHLDA2"
"GSTP1.1",2.09878502150996e-296,-0.355257639213469,0.812,0.866,4.3608555176934e-292,"3","GSTP1"
"KLF4.2",1.21752684088895e-283,-0.741913199517005,0.099,0.507,2.52977726999906e-279,"3","KLF4"
"TSPO.1",1.01381581553342e-281,-0.624337653027251,0.399,0.681,2.10650650151533e-277,"3","TSPO"
"MT1G.2",4.13522200957258e-280,-0.90495382166634,0.175,0.557,8.5921642914899e-276,"3","MT1G"
"RHOB.2",3.81656612257723e-278,-0.735136507258309,0.167,0.567,7.93006108949096e-274,"3","RHOB"
"TFF2.2",6.22082248129962e-276,-0.827476906923054,0.515,0.71,1.29256249516444e-271,"3","TFF2"
"TACSTD2.3",7.20149735900124e-276,-0.790020093212515,0.137,0.526,1.49632712125328e-271,"3","TACSTD2"
"ISG20",1.16217021092441e-275,0.554080789936524,0.731,0.39,2.41475726425874e-271,"3","ISG20"
"PDIA6.1",2.9401812087791e-274,0.523486613078174,0.726,0.434,6.10910851560122e-270,"3","PDIA6"
"MUC1.2",3.90259343842519e-273,-0.781628846649059,0.27,0.625,8.10880864635987e-269,"3","MUC1"
"COX8A",3.72703569607726e-272,-0.568500416771509,0.45,0.695,7.74403476930934e-268,"3","COX8A"
"RABAC1",5.60798042357291e-272,0.494110269988724,0.784,0.506,1.16522617240998e-267,"3","RABAC1"
"SEC62",8.7281181063712e-268,0.533198337690983,0.717,0.415,1.81352838014181e-263,"3","SEC62"
"ANXA10.2",9.73883319790526e-268,-0.768285312765587,0.174,0.54,2.02353476186075e-263,"3","ANXA10"
"PERP",1.936234484407e-267,-0.695627787917238,0.151,0.53,4.02310801170086e-263,"3","PERP"
"RAC1.1",1.48216286778804e-264,-0.680189579312833,0.124,0.516,3.07963800668998e-260,"3","RAC1"
"COX5B",2.68573804488214e-263,-0.504446000103591,0.537,0.736,5.58042650965611e-259,"3","COX5B"
"SCP2",1.72712563915829e-261,-0.657569703179387,0.259,0.608,3.5886216530431e-257,"3","SCP2"
"EPCAM.1",2.47916552651165e-261,-0.776942570197046,0.136,0.5,5.15121013098592e-257,"3","EPCAM"
"IER3.3",2.47813729789499e-257,-0.682395680166979,0.336,0.658,5.14907367756621e-253,"3","IER3"
"MSMB.3",1.05932904180877e-256,-0.854647966206174,0.151,0.511,2.20107388307027e-252,"3","MSMB"
"ISCU",1.35604749376468e-255,0.519435232342521,0.535,0.247,2.81759548254426e-251,"3","ISCU"
"COX6C.1",8.15099084098012e-255,-0.460249056093903,0.63,0.778,1.69361287693885e-250,"3","COX6C"
"SFN.2",1.25818799106475e-253,-0.722594234072546,0.317,0.612,2.61426300783435e-249,"3","SFN"
"CD44",7.0189775306644e-253,0.502266467833974,0.506,0.211,1.45840315132145e-248,"3","CD44"
"TMED9",2.73286462481571e-250,0.499478581023657,0.712,0.415,5.67834611744208e-246,"3","TMED9"
"EEF1D.1",6.85665541663046e-250,0.331745649713706,0.949,0.781,1.42467586246748e-245,"3","EEF1D"
"LGALS3BP",2.79232867397304e-247,-0.656591177792211,0.172,0.54,5.80190051878119e-243,"3","LGALS3BP"
"ARL6IP1",1.59754165730439e-246,-0.64361848178762,0.239,0.596,3.31937205554706e-242,"3","ARL6IP1"
"ADIRF.1",3.99189786690436e-246,-0.79752140352267,0.185,0.527,8.29436538785388e-242,"3","ADIRF"
"UBC",2.71098370176827e-245,0.313304518726927,0.952,0.851,5.63288193553411e-241,"3","UBC"
"PPIA.1",2.17500651029062e-242,-0.486436423802497,0.528,0.73,4.51922852708186e-238,"3","PPIA"
"CSTB.1",2.74941517957654e-242,-0.597866206174858,0.345,0.638,5.71273486012414e-238,"3","CSTB"
"TMEM59.1",4.46789527662022e-239,0.423691111257237,0.841,0.646,9.2833928057615e-235,"3","TMEM59"
"S100A14",2.18013160646276e-237,-0.755095200589472,0.202,0.528,4.52987745190831e-233,"3","S100A14"
"MYL12A",5.30556823016116e-237,-0.552239977590496,0.432,0.691,1.10239096686289e-232,"3","MYL12A"
"TIMP1",6.88632850439176e-236,0.545846091950512,0.668,0.38,1.43084133664252e-231,"3","TIMP1"
"TFF1.3",8.14649437199527e-235,-0.67423099028796,0.801,0.846,1.69267860061318e-230,"3","TFF1"
"SSR2.1",1.01684352610683e-234,0.464361868478453,0.743,0.477,2.11279747854476e-230,"3","SSR2"
"MARCKSL1",4.00200463617942e-233,-0.652191161202525,0.144,0.505,8.3153652330536e-229,"3","MARCKSL1"
"UQCR10",5.46448856807219e-229,-0.527667623455144,0.462,0.687,1.13541143467404e-224,"3","UQCR10"
"TCEB2",6.18925823265008e-229,-0.397293601454392,0.65,0.801,1.28600407558003e-224,"3","TCEB2"
"TMEM258",2.202755323314e-226,0.390706633411542,0.875,0.665,4.57688501078183e-222,"3","TMEM258"
"HN1.1",6.05536681970257e-224,-0.650410760569334,0.245,0.552,1.2581841177978e-219,"3","HN1"
"ANXA2.1",4.08768726168387e-223,-0.54913778133819,0.496,0.681,8.49339659232674e-219,"3","ANXA2"
"CUTA",4.12048125109574e-217,0.466855695589502,0.68,0.415,8.56153594352672e-213,"3","CUTA"
"LGALS4.1",4.4182420345846e-217,-0.712895128449278,0.299,0.571,9.18022329945989e-213,"3","LGALS4"
"CYB5A",1.9442553899407e-215,-0.591724982905036,0.189,0.522,4.03977384921878e-211,"3","CYB5A"
"ATP5E",2.43001909785692e-214,-0.290537936822265,0.811,0.88,5.04909368152711e-210,"3","ATP5E"
"ZFP36.2",3.1136086420331e-214,0.478729273949116,0.83,0.557,6.46945603641638e-210,"3","ZFP36"
"JUNB.2",4.33616572722294e-211,0.457639560382806,0.878,0.619,9.00968514802382e-207,"3","JUNB"
"RAB11FIP1.2",6.84404438065015e-210,-0.609108443973442,0.172,0.513,1.42205554141149e-205,"3","RAB11FIP1"
"SDCBP.1",7.81509782576252e-210,-0.599485623841861,0.194,0.532,1.62382102623694e-205,"3","SDCBP"
"MT2A.1",1.66396330119596e-209,-0.69151062470598,0.289,0.589,3.45738294722496e-205,"3","MT2A"
"C19orf10",7.83589499289905e-198,0.452382015258326,0.684,0.428,1.62814226162456e-193,"3","C19orf10"
"RPS24.1",5.39501798515576e-195,-0.273872435966283,0.802,0.851,1.12097683695566e-190,"3","RPS24"
"SPINT2",3.61746314938273e-187,-0.532603808908585,0.313,0.58,7.51636493178744e-183,"3","SPINT2"
"MT1X.2",3.77399611648477e-183,-0.67160493081797,0.209,0.506,7.84160913083206e-179,"3","MT1X"
"CLIC1",3.87926848540546e-183,-0.375900725963988,0.613,0.737,8.06034405897545e-179,"3","CLIC1"
"LGALS3",6.92166945308153e-182,-0.586721732504335,0.392,0.596,1.43818447896128e-177,"3","LGALS3"
"BLOC1S1",1.81466171743601e-180,-0.527340808313989,0.263,0.562,3.77050411648854e-176,"3","BLOC1S1"
"PPP1R15A",5.93833336026042e-180,0.404802065341235,0.816,0.609,1.23386690559491e-175,"3","PPP1R15A"
"UQCR11.1",3.33670642825796e-179,-0.34349515527634,0.66,0.778,6.93300861663439e-175,"3","UQCR11.1"
"PHGR1.2",5.55384533466084e-169,-0.727705261816191,0.438,0.617,1.15397798363583e-164,"3","PHGR1"
"PPIB.1",6.43665659107371e-168,0.386922676145774,0.769,0.535,1.3374085064933e-163,"3","PPIB"
"GKN2.3",1.72519237312635e-167,-0.861777107023527,0.285,0.52,3.58460471288194e-163,"3","GKN2"
"FKBP1A.1",2.34897506164828e-165,-0.513109226967289,0.256,0.538,4.8807003830928e-161,"3","FKBP1A"
"SERP1",1.62745695609334e-164,0.375507295305745,0.779,0.565,3.38153006337074e-160,"3","SERP1"
"HLA-E.2",1.30338142332085e-162,0.394445355110406,0.758,0.519,2.70816592137606e-158,"3","HLA-E"
"RNASET2",2.25698102005056e-162,0.408963875863472,0.52,0.278,4.68955516346105e-158,"3","RNASET2"
"OCIAD2",2.5553983757973e-157,-0.523088046413606,0.275,0.525,5.30960674523163e-153,"3","OCIAD2"
"COX6B1",1.7773872970707e-156,-0.329476856858376,0.643,0.745,3.6930553258535e-152,"3","COX6B1"
"ATP5I",1.67409147976099e-149,-0.314268964269449,0.682,0.776,3.47842727664739e-145,"3","ATP5I"
"SLC25A5.1",4.33312796299252e-149,-0.458172700248582,0.481,0.624,9.00337328150585e-145,"3","SLC25A5"
"MUC5AC.3",7.31132243509366e-148,-0.562660523307397,0.605,0.694,1.51914657556376e-143,"3","MUC5AC"
